name,review_title,review,date
pkatya2015,Short stopover,"It's the only international standard hotel in Colombo, and it's not cheap. Breakfast is very good, we also loved the bar with the pool table. Regarding the bar, it was quite comical, actually: we arrived from the Maldives, where alcohol is banned unless it's an operating resort, and were dying for a proper drink, but it was some sort of religious holiday in Sri Lanka when alcohol is not allowed either!!! The bar was closed, but the receptionist, having seen the pain in our eyes said we could order room service. Thank God for that! Breakfast the next morning was very good, had everything you need and some local color too. We also had lunch at the outdoor cafe - not bad either.",Date of stay: December 2015
Sudish S,Good property with excellent service,"Centrally located property with excellent and courteous staff. perfect business hotel. but need some maintenance for the themed restaurant and few other corners.  Also, the rooms are a bit disappointment as the bathrooms are pretty small.   Otherwise, overall its a good property and highly recommended.",
Bin Alang M,Not value for money,The rate is about USD 200/night. Poor cleanliness in the room and bathroom. Slippery floor of bath room and bowl. Smelly room. The amenities in the bathroom was kind of common one. Small lobby and dimmer lights.,
Haravinda,,,
Meng Wai W,My stay in Hilton Colombo (First timer),"The hotel was built more than 3 decade ago and during my stay, it is under renovation (I would like to see when it finish). The staffs are friendly.  I am staying in the Executive Floor but so unfortunately the door is a bit loose (able to see the gaps) and a bit noisy when someone talks in the corridor. Overall, I am satisfy.",
caravanners2,,,
Loh W,Late Check Out,"The Hilton Colombo hotel is currently carry out the refurbishment works at lobby area, however it won't affect much the guest. Other than the well decoration partition you see at the lobby, you hardly aware there is a renovation works going on. I have a free late check out at 10PM at no additional cost. The beauty is, the hotel still do the housekeeping and replenish all items in the room; this is something I never expect. The staff are very friendly and the hotel internet service is superb in speed.",
Vishal S,hilton colombo,"good place with good location to stay in sri lanka. taj samudra and hilton colombo are two good places to stay in colombo with excellent location.  staff is friendly, you need to know english to get your work done here",
Sid_Kapur,Stay at Hilton,I stayed at the hotel for a day during a business trip. The hotel is undergoing renovation and thus the lobby was not impressive. The rooms were good though with no impact of renovations. The service was good and timely especially as I had my suit to be pressed urgently. The breakfast was good with Indian choice. The hotel is centrally located very close to cbd.,Date of stay: May 2016
PaulAJ16,Under renovation,"The hotel is priced similar to other 5* hotels, but is nowhere near as nice. It's very old, and under full renovation. How can they charge the standard price when the facilities available are poor, and half the public areas are closed off? There is no way this is justified.  Surely they should either close the hotel for 6 months or reduce the price. I moved hotels after my first night (was initially told by reception no problem they'd update my booking, but by morning when I checked out said they had to charge me for the second night...I wasn't happy but also no way I was staying).  Otherwise, service was fine as you would expect at Hilton, just don't stay there until after the renovations are complete.",Date of stay: May 2016
Bet2012_52,Amazing Stay,"A very memorable experience despite the short stay in this hotel. I arrived midnight and the staff were all very attentive, polite and hospitable. Room was comfortable and the window view to the sea is charming. Buffet breakfast quality was excellent and even the waiters would explain the local dishes served. Will definitely come back and spend more time in Sri Langka.",Date of stay: March 2016
409rogerh,parexcellence,a great hotel and well run.Service good friendly staff.Close to all sights and attractionsHighly recommend this hotel.Restaurant and quality of food very good.Will stay there again on my next trip next year.,
