name,review_title,review,date
marco n,Hotel,"Stayed 1 nite. Staff extremely nice and efficient. Beatiful view from the Roofbar and room. The hotel is 1 year old but the rooms look like several year old!! Plenty of spot, bents and signs. Tables on Roofbar in very bad condition. Newer seen so dirty windows as in the breakfast room from the Mövenpick. And that in a 5 star hotel!! Table set for breakfast plenty of spots. Disgusting. We had lunch at Roofbar and dinner at Brasserie. Food was fine but portions ridicules small!! The prise for sure not! This hotel is maximum a 4 star standard. Really disappointed",Date of stay: January 2018
Trip752661,Vista,Amazing service from Ishan! He is knowledgable and serves with a smile. I really couldn't have asked for a better and more welcoming introduction to Colombo - they are lucky to have him and I will definitely be coming back!,Date of stay: January 2018
suresh727,Comfortable rooms with a great view,"We were trying out Movenpick group for the first time, and we were very happy with our stay. Hotel is well located. Rooms are very comfortable, and have great view of the Indian ocean. Service is excellent.",
Will,"Pretty smelly... And five stars, that's a strech","We didn't expect this hotel to be great, the options in Colombo were pretty limited so we booked it anyway and it was about what we expected. Average or perhaps ok.  Positives - an OK view - the breakfast was better than expected, actually quite good - the staff were smiley  - in the afternoons chocolates were given at a table in the lobby  Negatives - the hallway outside our room stank! I mean like something had died in the walls stank - the showers are designed in a gimmicky way so they face the external glass and have a great view, however they don't drain properly so there is mouldy at the edges where the tiles meet the glass.  - the property is generally a bit rundown and lacking maintenance. Items we noted were scratches on walls, tears in wall paper and pretty dodgy",Date of stay: January 2018
DonCollier,An OK city hotel,"It is hard to find anything specifically wrong with this hotel yet I thought it was just OK  Staff were attentive, the roof bar was nice, food was Ok and reasonably priced,  but I wasn't sad to leave it all behind.    I guess if I had been there on business I would find it ok but I was there  at the end of a vacation and it didn't wow me at all.",Date of stay: January 2018
Reslysten54,Solid excellence,"We had a marvelous room on the 11th floor with a clear view of the ocean. The room was quite clean, bright and with all the amenities you could wish for. The bed was very comfortable and equipped with cozy, fluffy pillows. Mini-bar and in-room safe were available, and the TV had a host of international channels. We struggled a bit with the a/c to calibrate it properly; the fan produced a significant cold draft even at low speed, but turning it off quickly raised the temperature. The small seating area was perfect for a cup of tea. Even the reading light was good in several spots--a feature  sometimes overlooked even in top hotels.  The top floor features a very nicely designed pool, and you will see for yourself why it is called ""the infinity pool"" once you get there. There is",Date of stay: January 2018
Swissfreerider,One night stay at end of vacations,"We stayed there for a night on our way back. Were offered late checking on request without problem. Room and gym facilities are good as the hotel is brand new. Location is good but the view is over constructions then the sea. We tried the bar and that was average (food and drinks, nothing much special). Staff was overall friendly and helpful.",Date of stay: October 2017
Samism1,,,
C C,One of the best hotels out there !!,Super comfortable beds - great selection of restaurants and food including room service - amazing staff and service - easy check in and out (we did it 3 separate times as we traveled in and out of Colombo),
724oliviap,Our best hotel experience in Sri Lanka!,"Thank you to the Movenpick for their top-shelf service, rooms, food and overall experience.  The staff were highly professional and very accommodating to our needs (one of the ladies even kindly helped me dress in a saree for my friends wedding - they really went the extra mile haha!)  Breakfast is absolutely unreal - so much variety and amazing produce.  The rooms were very modern, clean and also had an amazing uninterrupted view of the ocean.  The hotel is located next door to a shopping centre and places to eat, but 5 minutes by tuk tuk to the more 'happening' part of Colombo.  The infinity pool and rooftop bar/dining experience were also amazing and very relaxing to just spend the day winding down.  Thank you again Movenpick - I'd recommend you to anyone travelling to",
Stanislava L,Overpriced,"I stayed in the hotel with my bf for a night before leaving the country. The room was nice and clean especially in comparison with other Sri Lankan hotels although we didn’t expect to get a panoramic room for 300€ a night with a view on some constructions in progress. Stuff from the rooftop bar mistakenly got two extra glasses of alcohol in our bill and refused to undo it giving us the glasses instead although we really didn’t want to have them. The hookah we got there was also one of the worst I’ve had in my life. Plus, in the morning we woke up to a breakfast delivered to our room with cereals and no milk and had to spend time to sort it out. How many people do you know having cereals without milk? These are little details but for this price you expect relaxing instead of",Date of stay: January 2018
