user,review_title,review,date,translated,entities,sentiment,sentiment magnitude
Mahen,Remarkable Experience....,"This is our 4th stay within the last 2 years and many more to come.   The hotel has not changed! Why you may ask.. There is nothing to change ... It's as good as ever...   Warm welcome, a breeze in check in and quick assignment to rooms and the rest is history as the saying goes.   The food in this hotel is excellent, their breakfast spread is simply so good. They have something for everyone ... And everything is fresh ...😉😉😉  We had a fairly busy schedule but due to this hotels location, getting in and out of the hotel was very accessible.   In the morning the walk along the beach is simply great.   Thanks to General Manager Mr Scott Mawhinney, who ensures he speaks to us to find out if we are comfortable and if there is anything he could do to make our stay even more",Date of stay: July 2016,"This is our 4th stay within the last 2 years and many more to come.   The hotel has not changed! Why you may ask.. There is nothing to change ... It's as good as ever...   Warm welcome, a breeze in check in and quick assignment to rooms and the rest is history as the saying goes.   The food in this hotel is excellent, their breakfast spread is simply so good. They have something for everyone ... And everything is fresh ...😉😉😉  We had a fairly busy schedule but due to this hotels location, getting in and out of the hotel was very accessible.   In the morning the walk along the beach is simply great.   Thanks to General Manager Mr Scott Mawhinney, who ensures he speaks to us to find out if we are comfortable and if there is anything he could do to make our stay even more","{'name': ['stay', 'welcome', 'more', 'hotel', 'Scott Mawhinney', 'saying', 'nothing', 'hotel', 'everything', 'breakfast spread', 'food', 'everyone', 'check', 'rest', 'breeze', 'assignment', 'rooms', 'something', 'schedule', 'beach', 'Thanks', 'anything', 'stay', 'hotel', 'walk', 'hotels location', '4', '2'], 'type': ['EVENT', 'OTHER', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'EVENT', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'EVENT', 'LOCATION', 'NUMBER', 'NUMBER']}",0.6,8.0
Karl-Heinz H,Great Classic Hotel almost the British way,"After having been for thre weeks all over ceylon on the west coast south and almost all the sightseeing mentioned in lonely planet, we were looking forward to a upscale hotel in the buzzle of the major city of Ceylon. The rooms are functioning but we wanted to have a sea view room and ended up looking on  a not well maintained parking lot The restaurant, cafe, and the reception area is busy with employees. Would be great if there were fewer of them but more efficient in their output. We had always the impression that half of them is in training The flower bouquets in the lobby were nice as well as the choice of goodies, they serve as breakfast. There were no wishes open, just refilling of. Your coffecups needed a little  Push from my side. This hotel has a wonderful swimming",Date of stay: October 2015,"After having been for thre weeks all over ceylon on the west coast south and almost all the sightseeing mentioned in lonely planet, we were looking forward to a upscale hotel in the buzzle of the major city of Ceylon. The rooms are functioning but we wanted to have a sea view room and ended up looking on  a not well maintained parking lot The restaurant, cafe, and the reception area is busy with employees. Would be great if there were fewer of them but more efficient in their output. We had always the impression that half of them is in training The flower bouquets in the lobby were nice as well as the choice of goodies, they serve as breakfast. There were no wishes open, just refilling of. Your coffecups needed a little  Push from my side. This hotel has a wonderful swimming","{'name': ['ceylon', 'coast', 'sightseeing', 'flower bouquets', 'hotel', 'buzzle', 'city', 'planet', 'Ceylon', 'reception area', 'rooms', 'sea view room', 'restaurant', 'cafe', 'parking lot', 'employees', 'output', 'fewer', 'breakfast', 'goodies', 'choice', 'hotel', 'side', 'coffecups', 'swimming', 'Push', 'half', 'wishes', 'lobby', 'impression'], 'type': ['OTHER', 'LOCATION', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'EVENT', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER']}",0.0,3.7
zznzsa,A hotel that's just right!,"Everything about this hotel is just right (for me:)... the size, the decor, the bathroom especially (although it's made more for tall people!) and the most thoughtful sewing-kit ever! The breakfast and dinner buffet spreads are really good. It's also just across from the Dutch Hospital, which makes it an ideal place for a relaxing city mini-break.",Date of stay: May 2016,"Everything about this hotel is just right (for me:)... the size, the decor, the bathroom especially (although it's made more for tall people!) and the most thoughtful sewing-kit ever! The breakfast and dinner buffet spreads are really good. It's also just across from the Dutch Hospital, which makes it an ideal place for a relaxing city mini-break.","{'name': ['Everything', 'sewing-kit', 'hotel', 'Dutch Hospital', 'size', 'decor', 'people', 'bathroom', 'breakfast', 'place', 'city mini-break', 'dinner buffet spreads'], 'type': ['OTHER', 'CONSUMER_GOOD', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'LOCATION', 'EVENT', 'OTHER']}",0.9,2.8
anura1961,Great business hotel,I have used the Kingsbury for business functions and meetings as well as used their food outlets for meals and entertaining clients. Everything about this hotel is of a very high quality from the rooms to the food to the staff. Their Sky Bar is a great place to go after work to have a few cocktails and admire the city and the sea view. Not cheap but you get what you pay for.,Date of stay: May 2016,I have used the Kingsbury for business functions and meetings as well as used their food outlets for meals and entertaining clients. Everything about this hotel is of a very high quality from the rooms to the food to the staff. Their Sky Bar is a great place to go after work to have a few cocktails and admire the city and the sea view. Not cheap but you get what you pay for.,"{'name': ['business functions', 'meetings', 'Kingsbury', 'food outlets', 'meals', 'Sky Bar', 'clients', 'Everything', 'food', 'rooms', 'quality', 'hotel', 'staff', 'sea view', 'city', 'work', 'cocktails'], 'type': ['OTHER', 'EVENT', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'PERSON', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'LOCATION', 'OTHER', 'OTHER']}",0.6,2.6
meenakshi d,Super,"Its a super top class hotel.got a free upgrade.no words to describe. Great  hotel ,the buffet spread was lavish. Must visit. Excellent location,next to the hospital area,with lots of good restaurants.must visit",Date of stay: June 2016,"Its a super top class hotel.got a free upgrade.no words to describe. Great  hotel ,the buffet spread was lavish. Must visit. Excellent location,next to the hospital area,with lots of good restaurants.must visit","{'name': ['class', 'words', 'hotel', 'buffet spread', 'lots', 'hospital area', 'restaurants.', 'location'], 'type': ['PERSON', 'OTHER', 'LOCATION', 'EVENT', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION']}",0.9,3.8
Nashila R,Best hotel,"I usually stay at the Hilton but since it's under renovations thought would give The Kingsbury a go.  So glad I did!!!! From the concierge to the front desk  From the bell boy , room service , waiters and hotel staff I was greeted and treated with the uttermost friendliness and respect  Clean convenient and great atmosphere adds to the list of this hotel been outstanding  I cannot recommend this hotel enough it truly made my stay a memorable relaxed comfortable one. Kingsbury again for sure !!",Date of stay: June 2016,"I usually stay at the Hilton but since it's under renovations thought would give The Kingsbury a go.  So glad I did!!!! From the concierge to the front desk  From the bell boy , room service , waiters and hotel staff I was greeted and treated with the uttermost friendliness and respect  Clean convenient and great atmosphere adds to the list of this hotel been outstanding  I cannot recommend this hotel enough it truly made my stay a memorable relaxed comfortable one. Kingsbury again for sure !!","{'name': ['renovations thought', 'room service', 'Hilton', 'Kingsbury', 'go', 'waiters', 'hotel staff', 'bell boy', 'concierge', 'desk', 'friendliness', 'hotel', 'hotel', 'list', 'atmosphere', 'one'], 'type': ['OTHER', 'OTHER', 'LOCATION', 'PERSON', 'OTHER', 'PERSON', 'PERSON', 'PERSON', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'OTHER', 'NUMBER']}",0.6,2.8
Adrienne L,"beautiful, clean, friendly service!","Beautiful hotel, with nice views of the ocean. Very clean and well kept hotel, we stayed in a room next to the emergency exit which gave us a more spacious room. Was great! Highly recommend The Ocean, the restaurant downstairs in the hotel for Sunday brunch. Fresh seafood and delicious grilled entrees, worth it for a lazy Sunday!  Breakfast spread included with the room was also delicious, a huge variety of Western and Indian food.",Date of stay: May 2016,"Beautiful hotel, with nice views of the ocean. Very clean and well kept hotel, we stayed in a room next to the emergency exit which gave us a more spacious room. Was great! Highly recommend The Ocean, the restaurant downstairs in the hotel for Sunday brunch. Fresh seafood and delicious grilled entrees, worth it for a lazy Sunday!  Breakfast spread included with the room was also delicious, a huge variety of Western and Indian food.","{'name': ['hotel', 'ocean', 'views', 'emergency exit', 'Breakfast spread', 'The Ocean', 'hotel', 'room', 'room', 'hotel', 'brunch', 'room', 'seafood', 'food', 'entrees', 'Western', 'Indian'], 'type': ['LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'LOCATION', 'EVENT', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'LOCATION']}",0.9,5.6
Andrew C,Elegant and excellent,"Everything at this hotel is elegant, from the lobby right through to the rooms. The beds are supremely comfortable, and the service in every department is excellent. There is a good range of dining options within the hotel.",Date of stay: June 2016,"Everything at this hotel is elegant, from the lobby right through to the rooms. The beds are supremely comfortable, and the service in every department is excellent. There is a good range of dining options within the hotel.","{'name': ['Everything', 'hotel', 'lobby', 'rooms', 'service', 'beds', 'range', 'hotel', 'dining options', 'department'], 'type': ['OTHER', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'OTHER', 'OTHER', 'LOCATION', 'OTHER', 'ORGANIZATION']}",0.9,2.7
Amal S,Nice view and superb food.,"This hotel has the best view of the Colombo harbour. The view of the Indian ocean from the restaurant is breathtaking. Many cuisines are available, great taste. Bit expensive than others, but worth for the price.",Date of stay: November 2015,"This hotel has the best view of the Colombo harbour. The view of the Indian ocean from the restaurant is breathtaking. Many cuisines are available, great taste. Bit expensive than others, but worth for the price.","{'name': ['hotel', 'view', 'harbour', 'Colombo', 'view', 'restaurant', 'cuisines', 'others', 'Indian ocean', 'price', 'taste'], 'type': ['LOCATION', 'OTHER', 'LOCATION', 'LOCATION', 'OTHER', 'LOCATION', 'OTHER', 'PERSON', 'LOCATION', 'OTHER', 'OTHER']}",0.9,3.6
Vijaybedi,Rooms are tiny.....,"Despite being in deluxe room it was Tiny , cramped and no opening hence was confined in the room... Staff amazing , very good, full marks for that.....breakfast good.....pool good....lounge good but staff unable to understand what you want.",Date of stay: June 2016,"Despite being in deluxe room it was Tiny , cramped and no opening hence was confined in the room... Staff amazing , very good, full marks for that.....breakfast good.....pool good....lounge good but staff unable to understand what you want.","{'name': ['room', 'opening', 'room', 'Tiny', 'Staff', 'marks', 'staff', 'breakfast'], 'type': ['LOCATION', 'OTHER', 'LOCATION', 'PERSON', 'PERSON', 'OTHER', 'PERSON', 'OTHER']}",-0.2,1.1
